Condition Code,Condition Name,Code Category,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
93143009,Leukemia  disease (disorder),Condition,Medicare,Government,"$61,763","$61,763",$125,4.2%,494
446096008,Perennial allergic rhinitis,Condition,Cigna Health,Commercial,"$61,624","$61,624",$167,93.1%,370
359817006,Closed fracture of hip,Condition,Dual Eligible,Government,"$61,392","$61,392",$72,48.3%,850
446096008,Perennial allergic rhinitis,Condition,Humana,Commercial,"$61,331","$61,331",$157,91.9%,390
239872002,Osteoarthritis of hip,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$61,289","$61,289",$243,100.0%,252
263102004,Fracture subluxation of wrist,Condition,Blue Cross Blue Shield,Commercial,"$60,546","$60,546",$72,68.7%,845
16114001,Fracture of ankle,Condition,Blue Cross Blue Shield,Commercial,"$60,274","$60,274",$71,67.5%,844
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Anthem,Commercial,"$59,940","$59,940",$176,87.9%,341
40275004,Contact dermatitis,Condition,Humana,Commercial,"$59,576","$59,576",$190,78.6%,314
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Aetna,Commercial,"$59,341","$59,341",$162,97.1%,367
11625007,Torus mandibularis (disorder),Condition,Aetna,Commercial,"$59,281","$59,281","$1,976",24.8%,30
16114001,Fracture of ankle,Condition,UnitedHealthcare,Commercial,"$58,978","$58,978",$71,41.8%,825
403190006,Epidermal burn of skin (disorder),Condition,Dual Eligible,Government,"$58,304","$58,304",$72,48.0%,805
446096008,Perennial allergic rhinitis,Condition,Medicare,Government,"$58,015","$58,015",$92,49.6%,630
403190006,Epidermal burn of skin (disorder),Condition,Blue Cross Blue Shield,Commercial,"$58,000","$58,000",$72,26.7%,807
11625007,Torus mandibularis (disorder),Condition,Cigna Health,Commercial,"$57,310","$57,310","$1,976",28.2%,29
201834006,Localized  primary osteoarthritis of the hand,Condition,Blue Cross Blue Shield,Commercial,"$56,710","$56,710",$236,67.2%,240
263102004,Fracture subluxation of wrist,Condition,UnitedHealthcare,Commercial,"$56,575","$56,575",$72,44.3%,786
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Medicare,Government,"$56,156","$56,156",$88,47.3%,635
62564004,Concussion with loss of consciousness,Condition,Aetna,Commercial,"$55,485","$55,485",$70,84.4%,788
446096008,Perennial allergic rhinitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$55,203","$55,203",$165,100.0%,334
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Cigna Health,Commercial,"$54,815","$54,815",$177,91.3%,309
408512008,Body mass index 40+ - severely obese (finding),Condition,Aetna,Commercial,"$54,587","$54,587",$700,93.6%,78
62564004,Concussion with loss of consciousness,Condition,Cigna Health,Commercial,"$54,427","$54,427",$71,72.1%,770
232353008,Perennial allergic rhinitis with seasonal variation,Condition,UnitedHealthcare,Commercial,"$54,401","$54,401",$155,85.6%,352
408512008,Body mass index 40+ - severely obese (finding),Condition,Cigna Health,Commercial,"$53,784","$53,784",$803,93.0%,67
233604007,Pneumonia (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$53,730","$53,730","$1,143",100.0%,47
446096008,Perennial allergic rhinitis,Condition,Aetna,Commercial,"$53,561","$53,561",$159,97.7%,337
201834006,Localized  primary osteoarthritis of the hand,Condition,UnitedHealthcare,Commercial,"$53,399","$53,399",$234,52.0%,228
48724000,Mitral valve regurgitation (disorder),Condition,Aetna,Commercial,"$53,281","$53,281",$730,52.9%,73
33737001,Fracture of rib,Condition,Dual Eligible,Government,"$52,490","$52,490",$72,48.6%,731
403191005,Second degree burn,Condition,Aetna,Commercial,"$51,782","$51,782",$72,28.4%,724
124171000119105,Chronic intractable migraine without aura,Condition,Humana,Commercial,"$51,595","$51,595",$68,60.2%,763
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Blue Cross Blue Shield,Commercial,"$51,385","$51,385",$150,89.0%,342
11625007,Torus mandibularis (disorder),Condition,Humana,Commercial,"$50,803","$50,803","$2,117",27.4%,24
446096008,Perennial allergic rhinitis,Condition,UnitedHealthcare,Commercial,"$50,662","$50,662",$148,81.9%,343
62564004,Concussion with loss of consciousness,Condition,Anthem,Commercial,"$50,321","$50,321",$71,58.3%,710
403190006,Epidermal burn of skin (disorder),Condition,UnitedHealthcare,Commercial,"$50,045","$50,045",$72,26.9%,698
403191005,Second degree burn,Condition,Cigna Health,Commercial,"$50,032","$50,032",$73,25.0%,688
11625007,Torus mandibularis (disorder),Condition,Anthem,Commercial,"$49,326","$49,326","$1,973",18.1%,25
11625007,Torus mandibularis (disorder),Condition,Blue Cross Blue Shield,Commercial,"$49,113","$49,113","$1,965",25.5%,25
446096008,Perennial allergic rhinitis,Condition,Blue Cross Blue Shield,Commercial,"$48,621","$48,621",$157,92.5%,310
128188000,Cerebral palsy (disorder),Condition,Cigna Health,Commercial,"$48,302","$48,302",$582,81.4%,83
414667000,Meningomyelocele (disorder),Condition,Medicaid,Government,"$47,992","$47,992",$667,8.3%,72
36923009,Major depression  single episode,Condition,Medicaid,Government,"$47,892","$47,892",$229,29.1%,209
128188000,Cerebral palsy (disorder),Condition,Aetna,Commercial,"$47,518","$47,518",$587,85.4%,81
403191005,Second degree burn,Condition,Anthem,Commercial,"$47,426","$47,426",$72,27.0%,659
37849005,Congenital uterine anomaly,Condition,Dual Eligible,Government,"$47,081","$47,081","$1,569",2.2%,30
403191005,Second degree burn,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$46,823","$46,823",$72,100.0%,653
62564004,Concussion with loss of consciousness,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$46,484","$46,484",$71,100.0%,652
449868002,Smokes tobacco daily,Condition,Dual Eligible,Government,"$46,078","$46,078",$823,2.0%,56
283545005,Gunshot wound (disorder),Condition,UnitedHealthcare,Commercial,"$45,849","$45,849",$287,66.6%,160
239872002,Osteoarthritis of hip,Condition,Blue Cross Blue Shield,Commercial,"$45,652","$45,652",$233,70.8%,196
370143000,Major depression disorder,Condition,Humana,Commercial,"$45,577","$45,577",$386,80.4%,118
40275004,Contact dermatitis,Condition,Cigna Health,Commercial,"$45,540","$45,540",$197,75.8%,231
283545005,Gunshot wound (disorder),Condition,Dual Eligible,Government,"$45,077","$45,077",$268,12.2%,168
446096008,Perennial allergic rhinitis,Condition,Anthem,Commercial,"$44,808","$44,808",$153,85.4%,292
239872002,Osteoarthritis of hip,Condition,UnitedHealthcare,Commercial,"$43,581","$43,581",$227,45.6%,192
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,UnitedHealthcare,Commercial,"$43,565","$43,565",$454,64.4%,96
40275004,Contact dermatitis,Condition,Aetna,Commercial,"$43,314","$43,314",$193,79.7%,225
128188000,Cerebral palsy (disorder),Condition,UnitedHealthcare,Commercial,"$43,211","$43,211",$635,40.7%,68
408512008,Body mass index 40+ - severely obese (finding),Condition,Blue Cross Blue Shield,Commercial,"$43,175","$43,175",$959,93.7%,45
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Condition,Blue Cross Blue Shield,Commercial,"$43,107","$43,107",$319,86.1%,135
40275004,Contact dermatitis,Condition,Anthem,Commercial,"$43,062","$43,062",$197,53.9%,219
128188000,Cerebral palsy (disorder),Condition,Humana,Commercial,"$42,750","$42,750",$668,83.4%,64
33737001,Fracture of rib,Condition,Humana,Commercial,"$42,520","$42,520",$71,45.4%,595
367498001,Seasonal allergic rhinitis,Condition,Humana,Commercial,"$41,134","$41,134",$177,97.0%,232
62479008,Acquired immune deficiency syndrome (disorder),Condition,Cigna Health,Commercial,"$41,068","$41,068","$1,580",65.2%,26
414667000,Meningomyelocele (disorder),Condition,Medicare,Government,"$41,038","$41,038",$117,30.9%,351
62564004,Concussion with loss of consciousness,Condition,Blue Cross Blue Shield,Commercial,"$40,728","$40,728",$72,71.5%,566
62564004,Concussion with loss of consciousness,Condition,UnitedHealthcare,Commercial,"$40,209","$40,209",$72,59.9%,558
408512008,Body mass index 40+ - severely obese (finding),Condition,Anthem,Commercial,"$40,061","$40,061",$835,76.5%,48
408512008,Body mass index 40+ - severely obese (finding),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$40,034","$40,034",$852,100.0%,47
197927001,Recurrent urinary tract infection (disorder),Condition,Dual Eligible,Government,"$39,281","$39,281",$569,4.0%,69
128188000,Cerebral palsy (disorder),Condition,Blue Cross Blue Shield,Commercial,"$39,042","$39,042",$601,81.1%,65
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Medicaid,Government,"$38,520","$38,520",$188,36.3%,205
262574004,Bullet wound,Condition,Medicaid,Government,"$37,934","$37,934",$87,45.0%,435
33737001,Fracture of rib,Condition,Anthem,Commercial,"$37,898","$37,898",$75,32.0%,504
69896004,Rheumatoid arthritis,Condition,Medicaid,Government,"$37,418","$37,418",$126,39.9%,296
609496007,Complication occuring during pregnancy,Condition,Dual Eligible,Government,"$36,990","$36,990","$1,608",2.2%,23
449868002,Smokes tobacco daily,Condition,Aetna,Commercial,"$36,784","$36,784",$472,70.4%,78
403191005,Second degree burn,Condition,Blue Cross Blue Shield,Commercial,"$36,439","$36,439",$72,27.3%,509
201834006,Localized  primary osteoarthritis of the hand,Condition,Dual Eligible,Government,"$36,292","$36,292",$210,16.7%,173
62479008,Acquired immune deficiency syndrome (disorder),Condition,UnitedHealthcare,Commercial,"$36,129","$36,129","$2,007",32.3%,18
33737001,Fracture of rib,Condition,Cigna Health,Commercial,"$35,971","$35,971",$71,40.1%,510
128188000,Cerebral palsy (disorder),Condition,Anthem,Commercial,"$35,953","$35,953",$666,43.7%,54
403191005,Second degree burn,Condition,Dual Eligible,Government,"$35,947","$35,947",$77,45.3%,467
69896004,Rheumatoid arthritis,Condition,Medicare,Government,"$35,719","$35,719",$142,21.3%,252
53827007,Excessive salivation (disorder),Condition,Dual Eligible,Government,"$35,424","$35,424",$385,9.1%,92
449868002,Smokes tobacco daily,Condition,Anthem,Commercial,"$35,390","$35,390",$498,64.1%,71
403191005,Second degree burn,Condition,UnitedHealthcare,Commercial,"$34,856","$34,856",$72,25.1%,481
40275004,Contact dermatitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$34,755","$34,755",$181,100.0%,192
33737001,Fracture of rib,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$34,131","$34,131",$70,100.0%,485
33737001,Fracture of rib,Condition,Aetna,Commercial,"$33,942","$33,942",$72,52.1%,472
36923009,Major depression  single episode,Condition,Humana,Commercial,"$33,843","$33,843",$235,100.0%,144
370143000,Major depression disorder,Condition,Anthem,Commercial,"$33,383","$33,383",$371,26.3%,90
7200002,Alcoholism,Condition,Medicaid,Government,"$33,216","$33,216",$420,10.6%,79
109989006,Multiple myeloma (disorder),Condition,Medicare,Government,"$32,506","$32,506",$125,4.5%,260
62564004,Concussion with loss of consciousness,Condition,Dual Eligible,Government,"$32,474","$32,474",$73,47.7%,444
370143000,Major depression disorder,Condition,Cigna Health,Commercial,"$31,977","$31,977",$363,76.5%,88
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,Medicaid,Government,"$31,864","$31,864",$319,9.9%,100
47505003,Posttraumatic stress disorder,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$31,819","$31,819",$81,100.0%,394
62479008,Acquired immune deficiency syndrome (disorder),Condition,Blue Cross Blue Shield,Commercial,"$31,634","$31,634","$2,433",57.6%,13
47505003,Posttraumatic stress disorder,Condition,Humana,Commercial,"$31,242","$31,242",$84,75.7%,370
239872002,Osteoarthritis of hip,Condition,Dual Eligible,Government,"$30,969","$30,969",$214,16.4%,145
367498001,Seasonal allergic rhinitis,Condition,Medicare,Government,"$30,830","$30,830",$94,46.8%,327
367498001,Seasonal allergic rhinitis,Condition,Anthem,Commercial,"$30,038","$30,038",$199,81.8%,151
367498001,Seasonal allergic rhinitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$30,015","$30,015",$173,100.0%,173
7200002,Alcoholism,Condition,Dual Eligible,Government,"$29,605","$29,605",$955,1.7%,31
33737001,Fracture of rib,Condition,Blue Cross Blue Shield,Commercial,"$29,333","$29,333",$71,41.2%,411
190905008,Cystic Fibrosis,Condition,UnitedHealthcare,Commercial,"$29,088","$29,088","$1,818",29.9%,16
91861009,Acute myeloid leukemia  disease (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$29,023","$29,023","$1,037",100.0%,28
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Medicare,Government,"$28,976","$28,976",$178,26.6%,163
232353008,Perennial allergic rhinitis with seasonal variation,Condition,Dual Eligible,Government,"$28,543","$28,543",$84,41.6%,339
91861009,Acute myeloid leukemia  disease (disorder),Condition,Anthem,Commercial,"$28,408","$28,408",$693,34.3%,41
11625007,Torus mandibularis (disorder),Condition,UnitedHealthcare,Commercial,"$28,264","$28,264","$2,019",19.4%,14
370143000,Major depression disorder,Condition,Aetna,Commercial,"$28,030","$28,030",$369,77.4%,76
47505003,Posttraumatic stress disorder,Condition,Aetna,Commercial,"$27,901","$27,901",$84,85.7%,332
33737001,Fracture of rib,Condition,UnitedHealthcare,Commercial,"$27,074","$27,074",$72,33.6%,377
367498001,Seasonal allergic rhinitis,Condition,UnitedHealthcare,Commercial,"$26,675","$26,675",$159,77.9%,168
40275004,Contact dermatitis,Condition,Blue Cross Blue Shield,Commercial,"$26,486","$26,486",$189,68.9%,140
262574004,Bullet wound,Condition,Medicare,Government,"$26,404","$26,404",$88,17.1%,299
367498001,Seasonal allergic rhinitis,Condition,Blue Cross Blue Shield,Commercial,"$26,373","$26,373",$154,93.9%,171
367498001,Seasonal allergic rhinitis,Condition,Aetna,Commercial,"$26,193","$26,193",$171,93.7%,153
62479008,Acquired immune deficiency syndrome (disorder),Condition,Aetna,Commercial,"$25,922","$25,922","$1,728",16.1%,15
414667000,Meningomyelocele (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$25,875","$25,875",$784,100.0%,33
7200002,Alcoholism,Condition,Cigna Health,Commercial,"$25,869","$25,869",$454,73.1%,57
370143000,Major depression disorder,Condition,Medicare,Government,"$25,552","$25,552",$399,6.0%,64
91861009,Acute myeloid leukemia  disease (disorder),Condition,Cigna Health,Commercial,"$25,527","$25,527",$672,71.7%,38
62479008,Acquired immune deficiency syndrome (disorder),Condition,Anthem,Commercial,"$25,340","$25,340","$1,408",35.8%,18
40275004,Contact dermatitis,Condition,UnitedHealthcare,Commercial,"$25,307","$25,307",$198,55.2%,128
124171000119105,Chronic intractable migraine without aura,Condition,Blue Cross Blue Shield,Commercial,"$24,693","$24,693",$68,58.3%,362
359817006,Closed fracture of hip,Condition,Humana,Commercial,"$24,496","$24,496",$73,69.5%,337
449868002,Smokes tobacco daily,Condition,Cigna Health,Commercial,"$24,472","$24,472",$453,84.6%,54
95417003,Primary fibromyalgia syndrome,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$24,408","$24,408",$153,100.0%,160
36923009,Major depression  single episode,Condition,Cigna Health,Commercial,"$24,100","$24,100",$227,100.0%,106
446096008,Perennial allergic rhinitis,Condition,Dual Eligible,Government,"$23,955","$23,955",$88,39.9%,273
47505003,Posttraumatic stress disorder,Condition,Cigna Health,Commercial,"$23,524","$23,524",$86,61.7%,275
48724000,Mitral valve regurgitation (disorder),Condition,Humana,Commercial,"$23,472","$23,472",$489,76.6%,48
7200002,Alcoholism,Condition,Aetna,Commercial,"$23,333","$23,333",$440,75.5%,53
36923009,Major depression  single episode,Condition,Anthem,Commercial,"$22,287","$22,287",$227,98.1%,98
367498001,Seasonal allergic rhinitis,Condition,Cigna Health,Commercial,"$22,253","$22,253",$143,91.6%,156
408512008,Body mass index 40+ - severely obese (finding),Condition,UnitedHealthcare,Commercial,"$22,091","$22,091",$736,76.6%,30
65710008,Acute respiratory failure (disorder),Condition,Medicare,Government,"$21,919","$21,919","$1,044",6.3%,21
370143000,Major depression disorder,Condition,Blue Cross Blue Shield,Commercial,"$21,848","$21,848",$420,72.7%,52
69896004,Rheumatoid arthritis,Condition,Humana,Commercial,"$21,819","$21,819",$139,71.0%,157
370143000,Major depression disorder,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$21,396","$21,396",$382,100.0%,56
7200002,Alcoholism,Condition,Humana,Commercial,"$20,942","$20,942",$361,86.4%,58
408512008,Body mass index 40+ - severely obese (finding),Condition,Medicare,Government,"$20,886","$20,886",$674,18.4%,31
40275004,Contact dermatitis,Condition,Medicare,Government,"$20,876","$20,876",$197,26.1%,106
48724000,Mitral valve regurgitation (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$20,756","$20,756",$506,100.0%,41
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Cigna Health,Commercial,"$20,675","$20,675",$323,95.6%,64
359817006,Closed fracture of hip,Condition,Aetna,Commercial,"$20,353","$20,353",$70,69.5%,289
449868002,Smokes tobacco daily,Condition,Humana,Commercial,"$20,190","$20,190",$631,75.0%,32
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Humana,Commercial,"$20,183","$20,183",$266,88.7%,76
93143009,Leukemia  disease (disorder),Condition,Dual Eligible,Government,"$20,013","$20,013",$121,28.9%,165
24079001,Atopic dermatitis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$20,010","$20,010",$156,100.0%,128
190905008,Cystic Fibrosis,Condition,Cigna Health,Commercial,"$20,000","$20,000","$1,818",48.6%,11
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Humana,Commercial,"$19,651","$19,651",$216,80.8%,91
48724000,Mitral valve regurgitation (disorder),Condition,Anthem,Commercial,"$19,494","$19,494",$487,43.0%,40
48724000,Mitral valve regurgitation (disorder),Condition,Cigna Health,Commercial,"$19,491","$19,491",$500,70.2%,39
124171000119105,Chronic intractable migraine without aura,Condition,UnitedHealthcare,Commercial,"$19,438","$19,438",$67,47.6%,288
359817006,Closed fracture of hip,Condition,Anthem,Commercial,"$19,435","$19,435",$72,39.9%,271
69896004,Rheumatoid arthritis,Condition,Dual Eligible,Government,"$19,280","$19,280",$153,20.9%,126
414667000,Meningomyelocele (disorder),Condition,Humana,Commercial,"$19,170","$19,170",$871,95.3%,22
190905008,Cystic Fibrosis,Condition,Anthem,Commercial,"$18,920","$18,920","$1,892",34.1%,10
69896004,Rheumatoid arthritis,Condition,Aetna,Commercial,"$18,876","$18,876",$156,70.0%,121
36923009,Major depression  single episode,Condition,Blue Cross Blue Shield,Commercial,"$18,868","$18,868",$266,100.0%,71
91861009,Acute myeloid leukemia  disease (disorder),Condition,Blue Cross Blue Shield,Commercial,"$18,594","$18,594",$715,72.8%,26
69896004,Rheumatoid arthritis,Condition,Anthem,Commercial,"$18,428","$18,428",$146,48.1%,126
7200002,Alcoholism,Condition,Anthem,Commercial,"$18,340","$18,340",$408,51.1%,45
47505003,Posttraumatic stress disorder,Condition,Anthem,Commercial,"$18,334","$18,334",$81,47.0%,225
69896004,Rheumatoid arthritis,Condition,Cigna Health,Commercial,"$17,763","$17,763",$141,69.3%,126
414667000,Meningomyelocele (disorder),Condition,Dual Eligible,Government,"$17,742","$17,742",$116,29.8%,153
95417003,Primary fibromyalgia syndrome,Condition,Anthem,Commercial,"$17,520","$17,520",$234,43.6%,75
449868002,Smokes tobacco daily,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$17,403","$17,403",$512,100.0%,34
95417003,Primary fibromyalgia syndrome,Condition,Cigna Health,Commercial,"$17,393","$17,393",$200,62.7%,87
36923009,Major depression  single episode,Condition,Aetna,Commercial,"$17,291","$17,291",$251,100.0%,69
359817006,Closed fracture of hip,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$16,735","$16,735",$70,100.0%,239
359817006,Closed fracture of hip,Condition,Cigna Health,Commercial,"$16,712","$16,712",$70,64.4%,239
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,Anthem,Commercial,"$16,209","$16,209",$331,70.9%,49
204949001,Renal dysplasia (disorder),Condition,Medicaid,Government,"$16,161","$16,161",$462,21.7%,35
7200002,Alcoholism,Condition,UnitedHealthcare,Commercial,"$15,670","$15,670",$461,78.5%,34
262574004,Bullet wound,Condition,Humana,Commercial,"$15,669","$15,669",$90,55.0%,175
262574004,Bullet wound,Condition,Cigna Health,Commercial,"$15,411","$15,411",$90,53.5%,172
86849004,Suicidal deliberate poisoning,Condition,Medicare,Government,"$15,302","$15,302","$1,530",1.5%,10
403192003,Third degree burn,Condition,Medicare,Government,"$15,248","$15,248",$72,28.7%,212
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Cigna Health,Commercial,"$15,103","$15,103",$196,76.2%,77
95417003,Primary fibromyalgia syndrome,Condition,Aetna,Commercial,"$15,027","$15,027",$203,68.1%,74
15724005,Fracture of vertebral column without spinal cord injury,Condition,Medicaid,Government,"$14,912","$14,912",$60,72.4%,248
359817006,Closed fracture of hip,Condition,UnitedHealthcare,Commercial,"$14,666","$14,666",$72,45.0%,205
449868002,Smokes tobacco daily,Condition,Blue Cross Blue Shield,Commercial,"$14,608","$14,608",$541,63.2%,27
7200002,Alcoholism,Condition,Blue Cross Blue Shield,Commercial,"$14,531","$14,531",$605,77.0%,24
359817006,Closed fracture of hip,Condition,Blue Cross Blue Shield,Commercial,"$14,466","$14,466",$71,71.1%,203
36923009,Major depression  single episode,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$14,281","$14,281",$260,100.0%,55
414667000,Meningomyelocele (disorder),Condition,Aetna,Commercial,"$14,203","$14,203",$888,95.9%,16
367498001,Seasonal allergic rhinitis,Condition,Dual Eligible,Government,"$14,193","$14,193",$89,39.5%,160
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,Aetna,Commercial,"$14,000","$14,000",$286,84.9%,49
15724005,Fracture of vertebral column without spinal cord injury,Condition,Medicare,Government,"$13,984","$13,984",$57,19.8%,246
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Aetna,Commercial,"$13,978","$13,978",$297,77.8%,47
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,Anthem,Commercial,"$13,844","$13,844",$295,65.8%,47
403192003,Third degree burn,Condition,Medicaid,Government,"$13,693","$13,693",$72,69.7%,190
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$13,628","$13,628",$203,100.0%,67
86849004,Suicidal deliberate poisoning,Condition,Aetna,Commercial,"$13,566","$13,566","$1,357",72.8%,10
200936003,Lupus erythematosus,Condition,Medicare,Government,"$13,556","$13,556",$90,18.2%,150
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$13,397","$13,397",$285,100.0%,47
262574004,Bullet wound,Condition,Aetna,Commercial,"$13,317","$13,317",$88,53.3%,152
262574004,Bullet wound,Condition,Anthem,Commercial,"$13,258","$13,258",$88,49.1%,150
262574004,Bullet wound,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$12,643","$12,643",$89,100.0%,142
370143000,Major depression disorder,Condition,UnitedHealthcare,Commercial,"$12,583","$12,583",$406,30.7%,31
69896004,Rheumatoid arthritis,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$12,144","$12,144",$148,100.0%,82
69896004,Rheumatoid arthritis,Condition,Blue Cross Blue Shield,Commercial,"$12,100","$12,100",$159,67.1%,76
262574004,Bullet wound,Condition,Blue Cross Blue Shield,Commercial,"$11,995","$11,995",$87,48.4%,138
48724000,Mitral valve regurgitation (disorder),Condition,Blue Cross Blue Shield,Commercial,"$11,962","$11,962",$498,64.7%,24
95417003,Primary fibromyalgia syndrome,Condition,Humana,Commercial,"$11,882","$11,882",$180,75.1%,66
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Aetna,Commercial,"$11,842","$11,842",$158,87.1%,75
111287006,Tricuspid valve regurgitation (disorder),Condition,Dual Eligible,Government,"$11,508","$11,508",$460,0.0%,25
408512008,Body mass index 40+ - severely obese (finding),Condition,Dual Eligible,Government,"$11,503","$11,503",$822,3.0%,14
48724000,Mitral valve regurgitation (disorder),Condition,UnitedHealthcare,Commercial,"$11,451","$11,451",$458,35.4%,25
36923009,Major depression  single episode,Condition,UnitedHealthcare,Commercial,"$11,404","$11,404",$285,96.1%,40
86849004,Suicidal deliberate poisoning,Condition,Medicaid,Government,"$10,793","$10,793","$1,079",4.2%,10
7200002,Alcoholism,Condition,NO_INSURANCE,Self-Pay / Uninsured,"$10,577","$10,577",$423,100.0%,25
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Anthem,Commercial,"$10,548","$10,548",$173,68.6%,61
91861009,Acute myeloid leukemia  disease (disorder),Condition,Aetna,Commercial,"$10,455","$10,455",$804,58.6%,13
109989006,Multiple myeloma (disorder),Condition,Dual Eligible,Government,"$10,343","$10,343",$123,28.4%,84
111287006,Tricuspid valve regurgitation (disorder),Condition,Medicaid,Government,"$10,286","$10,286",$490,4.4%,21
86849004,Suicidal deliberate poisoning,Condition,Cigna Health,Commercial,"$10,043","$10,043","$1,255",58.4%,8
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,NO_INSURANCE,Self-Pay / Uninsured,"$9,648","$9,648",$292,100.0%,33
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Blue Cross Blue Shield,Commercial,"$9,636","$9,636",$201,66.0%,48
86849004,Suicidal deliberate poisoning,Condition,Anthem,Commercial,"$9,610","$9,610","$1,602",32.1%,6
86849004,Suicidal deliberate poisoning,Condition,Dual Eligible,Government,"$9,522","$9,522",$952,1.8%,10
47505003,Posttraumatic stress disorder,Condition,Blue Cross Blue Shield,Commercial,"$9,022","$9,022",$84,54.0%,108
36923009,Major depression  single episode,Condition,Medicare,Government,"$8,836","$8,836",$252,27.2%,35
414667000,Meningomyelocele (disorder),Condition,Blue Cross Blue Shield,Commercial,"$8,806","$8,806",$881,69.7%,10
449868002,Smokes tobacco daily,Condition,UnitedHealthcare,Commercial,"$8,623","$8,623",$359,65.6%,24
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Condition,Humana,Commercial,"$8,456","$8,456",$273,76.4%,31
24079001,Atopic dermatitis,Condition,Aetna,Commercial,"$8,433","$8,433",$169,86.6%,50
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,UnitedHealthcare,Commercial,"$8,269","$8,269",$207,45.4%,40
262574004,Bullet wound,Condition,Dual Eligible,Government,"$8,153","$8,153",$90,26.2%,91
65710008,Acute respiratory failure (disorder),Condition,Dual Eligible,Government,"$8,088","$8,088",$809,2.6%,10
24079001,Atopic dermatitis,Condition,Humana,Commercial,"$8,068","$8,068",$165,80.5%,49
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Condition,Dual Eligible,Government,"$7,846","$7,846",$191,18.3%,41
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Condition,UnitedHealthcare,Commercial,"$7,842","$7,842",$280,86.1%,28
287185009,Attempted suicide - cut/stab,Condition,Medicare,Government,"$7,840","$7,840","$1,960",0.0%,4
95417003,Primary fibromyalgia syndrome,Condition,Blue Cross Blue Shield,Commercial,"$7,834","$7,834",$237,49.1%,33
91861009,Acute myeloid leukemia  disease (disorder),Condition,UnitedHealthcare,Commercial,"$7,768","$7,768",$706,47.1%,11
262574004,Bullet wound,Condition,UnitedHealthcare,Commercial,"$7,757","$7,757",$90,38.7%,86
24079001,Atopic dermatitis,Condition,UnitedHealthcare,Commercial,"$7,680","$7,680",$202,47.8%,38
