Condition Code,Condition Name,Payer Name,Payer Type,Total Billed,Total Paid,Avg Cost per Claim,% Borne by Patient,Number of Claims
16114001,Fracture of ankle,NO_INSURANCE,Self-Pay / Uninsured,"$73,628","$73,628",$71,99.3%,"1,042"
62479008,Acquired immune deficiency syndrome (disorder),Humana,Commercial,"$72,920","$72,920","$1,657",70.1%,44
48724000,Mitral valve regurgitation (disorder),Dual Eligible,Government,"$72,478","$72,478",$447,0.0%,162
239872002,Osteoarthritis of hip,Cigna Health,Commercial,"$72,099","$72,099",$234,63.3%,308
58150001,Fracture of clavicle,Anthem,Commercial,"$72,061","$72,061",$71,44.0%,"1,020"
263102004,Fracture subluxation of wrist,Aetna,Commercial,"$72,013","$72,013",$70,75.7%,"1,028"
90560007,Gout,UnitedHealthcare,Commercial,"$70,979","$70,979",$263,47.1%,270
359817006,Closed fracture of hip,Medicaid,Government,"$70,829","$70,829",$71,74.1%,993
403190006,Epidermal burn of skin (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$70,609","$70,609",$70,100.0%,"1,003"
16114001,Fracture of ankle,Cigna Health,Commercial,"$70,596","$70,596",$70,66.9%,"1,008"
190905008,Cystic Fibrosis,NO_INSURANCE,Self-Pay / Uninsured,"$70,487","$70,487","$1,855",100.0%,38
370143000,Major depression disorder,Medicaid,Government,"$70,136","$70,136",$381,9.7%,184
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Blue Cross Blue Shield,Commercial,"$70,117","$70,117",$323,86.5%,217
403190006,Epidermal burn of skin (disorder),Anthem,Commercial,"$69,804","$69,804",$71,26.4%,990
62564004,Concussion with loss of consciousness,Humana,Commercial,"$69,648","$69,648",$73,81.0%,955
65966004,Fracture of forearm,Blue Cross Blue Shield,Commercial,"$69,579","$69,579",$72,66.5%,972
283545005,Gunshot wound (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$69,549","$69,549",$286,100.0%,243
16114001,Fracture of ankle,Anthem,Commercial,"$69,263","$69,263",$70,42.6%,989
263102004,Fracture subluxation of wrist,Cigna Health,Commercial,"$69,119","$69,119",$71,68.6%,970
213150003,Kidney transplant failure and rejection (disorder),UnitedHealthcare,Commercial,"$69,042","$69,042",$544,6.1%,127
263102004,Fracture subluxation of wrist,NO_INSURANCE,Self-Pay / Uninsured,"$68,635","$68,635",$71,100.0%,973
11625007,Torus mandibularis (disorder),Dual Eligible,Government,"$67,985","$67,985","$1,942",1.8%,35
403191005,Second degree burn,Humana,Commercial,"$67,609","$67,609",$72,28.5%,938
58150001,Fracture of clavicle,UnitedHealthcare,Commercial,"$67,126","$67,126",$72,42.1%,937
16114001,Fracture of ankle,Aetna,Commercial,"$66,513","$66,513",$70,73.8%,944
1551000119108,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),UnitedHealthcare,Commercial,"$66,371","$66,371",$395,69.3%,168
58150001,Fracture of clavicle,Blue Cross Blue Shield,Commercial,"$65,807","$65,807",$72,66.1%,919
263102004,Fracture subluxation of wrist,Anthem,Commercial,"$65,776","$65,776",$70,44.6%,933
95417003,Primary fibromyalgia syndrome,Medicaid,Government,"$65,103","$65,103",$132,39.3%,492
408512008,Body mass index 40+ - severely obese (finding),NO_INSURANCE,Self-Pay / Uninsured,"$65,091","$65,091",$784,100.0%,83
67787004,Tongue tie (disorder),UnitedHealthcare,Commercial,"$63,791","$63,791","$2,126",19.0%,30
65966004,Fracture of forearm,UnitedHealthcare,Commercial,"$63,588","$63,588",$72,40.6%,889
232353008,Perennial allergic rhinitis with seasonal variation,NO_INSURANCE,Self-Pay / Uninsured,"$63,402","$63,402",$169,100.0%,376
7200002,Alcoholism,Medicaid,Government,"$63,294","$63,294",$446,9.5%,142
62479008,Acquired immune deficiency syndrome (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$63,143","$63,143","$2,177",100.0%,29
11625007,Torus mandibularis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$62,313","$62,313","$2,149",100.0%,29
93143009,Leukemia  disease (disorder),Medicare,Government,"$61,763","$61,763",$125,4.2%,494
446096008,Perennial allergic rhinitis,Cigna Health,Commercial,"$61,624","$61,624",$167,93.1%,370
359817006,Closed fracture of hip,Dual Eligible,Government,"$61,392","$61,392",$72,48.3%,850
446096008,Perennial allergic rhinitis,Humana,Commercial,"$61,331","$61,331",$157,91.9%,390
239872002,Osteoarthritis of hip,NO_INSURANCE,Self-Pay / Uninsured,"$61,289","$61,289",$243,100.0%,252
449868002,Smokes tobacco daily,Dual Eligible,Government,"$60,721","$60,721",$682,2.5%,89
263102004,Fracture subluxation of wrist,Blue Cross Blue Shield,Commercial,"$60,546","$60,546",$72,68.7%,845
16114001,Fracture of ankle,Blue Cross Blue Shield,Commercial,"$60,274","$60,274",$71,67.5%,844
232353008,Perennial allergic rhinitis with seasonal variation,Anthem,Commercial,"$59,940","$59,940",$176,87.9%,341
40275004,Contact dermatitis,Humana,Commercial,"$59,576","$59,576",$190,78.6%,314
232353008,Perennial allergic rhinitis with seasonal variation,Aetna,Commercial,"$59,341","$59,341",$162,97.1%,367
11625007,Torus mandibularis (disorder),Aetna,Commercial,"$59,281","$59,281","$1,976",24.8%,30
16114001,Fracture of ankle,UnitedHealthcare,Commercial,"$58,978","$58,978",$71,41.8%,825
403190006,Epidermal burn of skin (disorder),Dual Eligible,Government,"$58,304","$58,304",$72,48.0%,805
446096008,Perennial allergic rhinitis,Medicare,Government,"$58,015","$58,015",$92,49.6%,630
403190006,Epidermal burn of skin (disorder),Blue Cross Blue Shield,Commercial,"$58,000","$58,000",$72,26.7%,807
449868002,Smokes tobacco daily,Aetna,Commercial,"$57,759","$57,759",$434,71.9%,133
449868002,Smokes tobacco daily,Anthem,Commercial,"$57,558","$57,558",$480,65.9%,120
11625007,Torus mandibularis (disorder),Cigna Health,Commercial,"$57,310","$57,310","$1,976",28.2%,29
201834006,Localized  primary osteoarthritis of the hand,Blue Cross Blue Shield,Commercial,"$56,710","$56,710",$236,67.2%,240
263102004,Fracture subluxation of wrist,UnitedHealthcare,Commercial,"$56,575","$56,575",$72,44.3%,786
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Medicaid,Government,"$56,195","$56,195",$307,10.1%,183
232353008,Perennial allergic rhinitis with seasonal variation,Medicare,Government,"$56,156","$56,156",$88,47.3%,635
62564004,Concussion with loss of consciousness,Aetna,Commercial,"$55,485","$55,485",$70,84.4%,788
446096008,Perennial allergic rhinitis,NO_INSURANCE,Self-Pay / Uninsured,"$55,203","$55,203",$165,100.0%,334
232353008,Perennial allergic rhinitis with seasonal variation,Cigna Health,Commercial,"$54,815","$54,815",$177,91.3%,309
62564004,Concussion with loss of consciousness,Cigna Health,Commercial,"$54,427","$54,427",$71,72.1%,770
232353008,Perennial allergic rhinitis with seasonal variation,UnitedHealthcare,Commercial,"$54,401","$54,401",$155,85.6%,352
312157006,Infectious mediastinitis (disorder),Anthem,Commercial,"$54,371","$54,371",$922,12.8%,59
91861009,Acute myeloid leukemia  disease (disorder),Anthem,Commercial,"$54,211","$54,211",$986,28.4%,55
408512008,Body mass index 40+ - severely obese (finding),Medicare,Government,"$54,043","$54,043",$783,14.6%,69
233604007,Pneumonia (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$53,730","$53,730","$1,143",100.0%,47
446096008,Perennial allergic rhinitis,Aetna,Commercial,"$53,561","$53,561",$159,97.7%,337
201834006,Localized  primary osteoarthritis of the hand,UnitedHealthcare,Commercial,"$53,399","$53,399",$234,52.0%,228
48724000,Mitral valve regurgitation (disorder),Aetna,Commercial,"$53,281","$53,281",$730,52.9%,73
33737001,Fracture of rib,Dual Eligible,Government,"$52,490","$52,490",$72,48.6%,731
403191005,Second degree burn,Aetna,Commercial,"$51,782","$51,782",$72,28.4%,724
124171000119105,Chronic intractable migraine without aura,Humana,Commercial,"$51,595","$51,595",$68,60.2%,763
232353008,Perennial allergic rhinitis with seasonal variation,Blue Cross Blue Shield,Commercial,"$51,385","$51,385",$150,89.0%,342
312157006,Infectious mediastinitis (disorder),Aetna,Commercial,"$51,017","$51,017",$945,5.3%,54
11625007,Torus mandibularis (disorder),Humana,Commercial,"$50,803","$50,803","$2,117",27.4%,24
446096008,Perennial allergic rhinitis,UnitedHealthcare,Commercial,"$50,662","$50,662",$148,81.9%,343
62564004,Concussion with loss of consciousness,Anthem,Commercial,"$50,321","$50,321",$71,58.3%,710
403190006,Epidermal burn of skin (disorder),UnitedHealthcare,Commercial,"$50,045","$50,045",$72,26.9%,698
403191005,Second degree burn,Cigna Health,Commercial,"$50,032","$50,032",$73,25.0%,688
312157006,Infectious mediastinitis (disorder),Cigna Health,Commercial,"$49,708","$49,708",$904,4.3%,55
312157006,Infectious mediastinitis (disorder),Humana,Commercial,"$49,614","$49,614",$919,1.1%,54
11625007,Torus mandibularis (disorder),Anthem,Commercial,"$49,326","$49,326","$1,973",18.1%,25
11625007,Torus mandibularis (disorder),Blue Cross Blue Shield,Commercial,"$49,113","$49,113","$1,965",25.5%,25
446096008,Perennial allergic rhinitis,Blue Cross Blue Shield,Commercial,"$48,621","$48,621",$157,92.5%,310
128188000,Cerebral palsy (disorder),Cigna Health,Commercial,"$48,302","$48,302",$582,81.4%,83
414667000,Meningomyelocele (disorder),Medicaid,Government,"$47,992","$47,992",$667,8.3%,72
36923009,Major depression  single episode,Medicaid,Government,"$47,892","$47,892",$229,29.1%,209
128188000,Cerebral palsy (disorder),Aetna,Commercial,"$47,518","$47,518",$587,85.4%,81
403191005,Second degree burn,Anthem,Commercial,"$47,426","$47,426",$72,27.0%,659
37849005,Congenital uterine anomaly,Dual Eligible,Government,"$47,081","$47,081","$1,569",2.2%,30
403191005,Second degree burn,NO_INSURANCE,Self-Pay / Uninsured,"$46,823","$46,823",$72,100.0%,653
62564004,Concussion with loss of consciousness,NO_INSURANCE,Self-Pay / Uninsured,"$46,484","$46,484",$71,100.0%,652
283545005,Gunshot wound (disorder),UnitedHealthcare,Commercial,"$45,849","$45,849",$287,66.6%,160
239872002,Osteoarthritis of hip,Blue Cross Blue Shield,Commercial,"$45,652","$45,652",$233,70.8%,196
370143000,Major depression disorder,Humana,Commercial,"$45,577","$45,577",$386,80.4%,118
40275004,Contact dermatitis,Cigna Health,Commercial,"$45,540","$45,540",$197,75.8%,231
283545005,Gunshot wound (disorder),Dual Eligible,Government,"$45,077","$45,077",$268,12.2%,168
446096008,Perennial allergic rhinitis,Anthem,Commercial,"$44,808","$44,808",$153,85.4%,292
312157006,Infectious mediastinitis (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$43,647","$43,647",$949,100.0%,46
239872002,Osteoarthritis of hip,UnitedHealthcare,Commercial,"$43,581","$43,581",$227,45.6%,192
408512008,Body mass index 40+ - severely obese (finding),UnitedHealthcare,Commercial,"$43,331","$43,331",$722,71.9%,60
40275004,Contact dermatitis,Aetna,Commercial,"$43,314","$43,314",$193,79.7%,225
128188000,Cerebral palsy (disorder),UnitedHealthcare,Commercial,"$43,211","$43,211",$635,40.7%,68
40275004,Contact dermatitis,Anthem,Commercial,"$43,062","$43,062",$197,53.9%,219
128188000,Cerebral palsy (disorder),Humana,Commercial,"$42,750","$42,750",$668,83.4%,64
33737001,Fracture of rib,Humana,Commercial,"$42,520","$42,520",$71,45.4%,595
367498001,Seasonal allergic rhinitis,Humana,Commercial,"$41,134","$41,134",$177,97.0%,232
62479008,Acquired immune deficiency syndrome (disorder),Cigna Health,Commercial,"$41,068","$41,068","$1,580",65.2%,26
414667000,Meningomyelocele (disorder),Medicare,Government,"$41,038","$41,038",$117,30.9%,351
62564004,Concussion with loss of consciousness,Blue Cross Blue Shield,Commercial,"$40,728","$40,728",$72,71.5%,566
62564004,Concussion with loss of consciousness,UnitedHealthcare,Commercial,"$40,209","$40,209",$72,59.9%,558
7200002,Alcoholism,Aetna,Commercial,"$40,172","$40,172",$390,79.0%,103
449868002,Smokes tobacco daily,Humana,Commercial,"$39,557","$39,557",$565,84.3%,70
7200002,Alcoholism,Humana,Commercial,"$39,474","$39,474",$444,85.1%,89
128188000,Cerebral palsy (disorder),Blue Cross Blue Shield,Commercial,"$39,042","$39,042",$601,81.1%,65
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Medicaid,Government,"$38,520","$38,520",$188,36.3%,205
262574004,Bullet wound,Medicaid,Government,"$37,934","$37,934",$87,45.0%,435
33737001,Fracture of rib,Anthem,Commercial,"$37,898","$37,898",$75,32.0%,504
69896004,Rheumatoid arthritis,Medicaid,Government,"$37,418","$37,418",$126,39.9%,296
609496007,Complication occuring during pregnancy,Dual Eligible,Government,"$36,990","$36,990","$1,608",2.2%,23
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$36,880","$36,880",$355,100.0%,104
7200002,Alcoholism,Dual Eligible,Government,"$36,739","$36,739",$680,2.6%,54
403191005,Second degree burn,Blue Cross Blue Shield,Commercial,"$36,439","$36,439",$72,27.3%,509
201834006,Localized  primary osteoarthritis of the hand,Dual Eligible,Government,"$36,292","$36,292",$210,16.7%,173
62479008,Acquired immune deficiency syndrome (disorder),UnitedHealthcare,Commercial,"$36,129","$36,129","$2,007",32.3%,18
33737001,Fracture of rib,Cigna Health,Commercial,"$35,971","$35,971",$71,40.1%,510
128188000,Cerebral palsy (disorder),Anthem,Commercial,"$35,953","$35,953",$666,43.7%,54
403191005,Second degree burn,Dual Eligible,Government,"$35,947","$35,947",$77,45.3%,467
69896004,Rheumatoid arthritis,Medicare,Government,"$35,719","$35,719",$142,21.3%,252
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Cigna Health,Commercial,"$35,648","$35,648",$356,95.6%,100
91861009,Acute myeloid leukemia  disease (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$35,459","$35,459",$958,100.0%,37
53827007,Excessive salivation (disorder),Dual Eligible,Government,"$35,424","$35,424",$385,9.1%,92
403191005,Second degree burn,UnitedHealthcare,Commercial,"$34,856","$34,856",$72,25.1%,481
7200002,Alcoholism,Anthem,Commercial,"$34,855","$34,855",$430,58.9%,81
40275004,Contact dermatitis,NO_INSURANCE,Self-Pay / Uninsured,"$34,755","$34,755",$181,100.0%,192
449868002,Smokes tobacco daily,Cigna Health,Commercial,"$34,304","$34,304",$483,84.4%,71
33737001,Fracture of rib,NO_INSURANCE,Self-Pay / Uninsured,"$34,131","$34,131",$70,100.0%,485
33737001,Fracture of rib,Aetna,Commercial,"$33,942","$33,942",$72,52.1%,472
36923009,Major depression  single episode,Humana,Commercial,"$33,843","$33,843",$235,100.0%,144
129721000119106,Acute renal failure on dialysis (disorder),Dual Eligible,Government,"$33,743","$33,743","$11,248",0.3%,3
449868002,Smokes tobacco daily,NO_INSURANCE,Self-Pay / Uninsured,"$33,555","$33,555",$479,100.0%,70
370143000,Major depression disorder,Anthem,Commercial,"$33,383","$33,383",$371,26.3%,90
111282000,Acute respiratory insufficiency (disorder),Medicaid,Government,"$33,225","$33,225","$11,075",0.5%,3
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Anthem,Commercial,"$32,720","$32,720",$341,57.8%,96
109989006,Multiple myeloma (disorder),Medicare,Government,"$32,506","$32,506",$125,4.5%,260
62564004,Concussion with loss of consciousness,Dual Eligible,Government,"$32,474","$32,474",$73,47.7%,444
7200002,Alcoholism,Blue Cross Blue Shield,Commercial,"$32,191","$32,191",$749,62.2%,43
370143000,Major depression disorder,Cigna Health,Commercial,"$31,977","$31,977",$363,76.5%,88
47505003,Posttraumatic stress disorder,NO_INSURANCE,Self-Pay / Uninsured,"$31,819","$31,819",$81,100.0%,394
62479008,Acquired immune deficiency syndrome (disorder),Blue Cross Blue Shield,Commercial,"$31,634","$31,634","$2,433",57.6%,13
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Humana,Commercial,"$31,593","$31,593",$275,90.1%,115
449868002,Smokes tobacco daily,Blue Cross Blue Shield,Commercial,"$31,469","$31,469",$431,76.3%,73
47505003,Posttraumatic stress disorder,Humana,Commercial,"$31,242","$31,242",$84,75.7%,370
239872002,Osteoarthritis of hip,Dual Eligible,Government,"$30,969","$30,969",$214,16.4%,145
7200002,Alcoholism,Cigna Health,Commercial,"$30,891","$30,891",$483,75.7%,64
367498001,Seasonal allergic rhinitis,Medicare,Government,"$30,830","$30,830",$94,46.8%,327
367498001,Seasonal allergic rhinitis,Anthem,Commercial,"$30,038","$30,038",$199,81.8%,151
367498001,Seasonal allergic rhinitis,NO_INSURANCE,Self-Pay / Uninsured,"$30,015","$30,015",$173,100.0%,173
91861009,Acute myeloid leukemia  disease (disorder),Blue Cross Blue Shield,Commercial,"$29,379","$29,379",$890,78.8%,33
91861009,Acute myeloid leukemia  disease (disorder),Cigna Health,Commercial,"$29,379","$29,379",$683,71.1%,43
33737001,Fracture of rib,Blue Cross Blue Shield,Commercial,"$29,333","$29,333",$71,41.2%,411
190905008,Cystic Fibrosis,UnitedHealthcare,Commercial,"$29,088","$29,088","$1,818",29.9%,16
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Medicare,Government,"$28,976","$28,976",$178,26.6%,163
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Aetna,Commercial,"$28,892","$28,892",$286,89.3%,101
232353008,Perennial allergic rhinitis with seasonal variation,Dual Eligible,Government,"$28,543","$28,543",$84,41.6%,339
11625007,Torus mandibularis (disorder),UnitedHealthcare,Commercial,"$28,264","$28,264","$2,019",19.4%,14
370143000,Major depression disorder,Aetna,Commercial,"$28,030","$28,030",$369,77.4%,76
47505003,Posttraumatic stress disorder,Aetna,Commercial,"$27,901","$27,901",$84,85.7%,332
60951000119105,Blindness due to type 2 diabetes mellitus (disorder),Medicare,Government,"$27,421","$27,421",$783,1.7%,35
312157006,Infectious mediastinitis (disorder),UnitedHealthcare,Commercial,"$27,373","$27,373",$883,12.2%,31
33737001,Fracture of rib,UnitedHealthcare,Commercial,"$27,074","$27,074",$72,33.6%,377
312157006,Infectious mediastinitis (disorder),Blue Cross Blue Shield,Commercial,"$26,735","$26,735",$922,0.9%,29
367498001,Seasonal allergic rhinitis,UnitedHealthcare,Commercial,"$26,675","$26,675",$159,77.9%,168
40275004,Contact dermatitis,Blue Cross Blue Shield,Commercial,"$26,486","$26,486",$189,68.9%,140
262574004,Bullet wound,Medicare,Government,"$26,404","$26,404",$88,17.1%,299
367498001,Seasonal allergic rhinitis,Blue Cross Blue Shield,Commercial,"$26,373","$26,373",$154,93.9%,171
367498001,Seasonal allergic rhinitis,Aetna,Commercial,"$26,193","$26,193",$171,93.7%,153
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Cigna Health,Commercial,"$26,110","$26,110",$353,85.4%,74
62479008,Acquired immune deficiency syndrome (disorder),Aetna,Commercial,"$25,922","$25,922","$1,728",16.1%,15
414667000,Meningomyelocele (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$25,875","$25,875",$784,100.0%,33
370143000,Major depression disorder,Medicare,Government,"$25,552","$25,552",$399,6.0%,64
62479008,Acquired immune deficiency syndrome (disorder),Anthem,Commercial,"$25,340","$25,340","$1,408",35.8%,18
40275004,Contact dermatitis,UnitedHealthcare,Commercial,"$25,307","$25,307",$198,55.2%,128
278365007,Anticoagulant-induced bleeding (disorder),Medicaid,Government,"$25,250","$25,250","$6,312",0.6%,4
124171000119105,Chronic intractable migraine without aura,Blue Cross Blue Shield,Commercial,"$24,693","$24,693",$68,58.3%,362
359817006,Closed fracture of hip,Humana,Commercial,"$24,496","$24,496",$73,69.5%,337
95417003,Primary fibromyalgia syndrome,NO_INSURANCE,Self-Pay / Uninsured,"$24,408","$24,408",$153,100.0%,160
36923009,Major depression  single episode,Cigna Health,Commercial,"$24,100","$24,100",$227,100.0%,106
446096008,Perennial allergic rhinitis,Dual Eligible,Government,"$23,955","$23,955",$88,39.9%,273
7200002,Alcoholism,UnitedHealthcare,Commercial,"$23,741","$23,741",$409,71.7%,58
47505003,Posttraumatic stress disorder,Cigna Health,Commercial,"$23,524","$23,524",$86,61.7%,275
48724000,Mitral valve regurgitation (disorder),Humana,Commercial,"$23,472","$23,472",$489,76.6%,48
91861009,Acute myeloid leukemia  disease (disorder),Aetna,Commercial,"$22,934","$22,934","$1,274",80.0%,18
449868002,Smokes tobacco daily,UnitedHealthcare,Commercial,"$22,799","$22,799",$438,77.5%,52
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Anthem,Commercial,"$22,461","$22,461",$335,67.6%,67
36923009,Major depression  single episode,Anthem,Commercial,"$22,287","$22,287",$227,98.1%,98
367498001,Seasonal allergic rhinitis,Cigna Health,Commercial,"$22,253","$22,253",$143,91.6%,156
7200002,Alcoholism,NO_INSURANCE,Self-Pay / Uninsured,"$22,069","$22,069",$433,100.0%,51
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Aetna,Commercial,"$22,024","$22,024",$302,75.9%,73
65710008,Acute respiratory failure (disorder),Medicare,Government,"$21,919","$21,919","$1,044",6.3%,21
370143000,Major depression disorder,Blue Cross Blue Shield,Commercial,"$21,848","$21,848",$420,72.7%,52
69896004,Rheumatoid arthritis,Humana,Commercial,"$21,819","$21,819",$139,71.0%,157
370143000,Major depression disorder,NO_INSURANCE,Self-Pay / Uninsured,"$21,396","$21,396",$382,100.0%,56
40275004,Contact dermatitis,Medicare,Government,"$20,876","$20,876",$197,26.1%,106
48724000,Mitral valve regurgitation (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$20,756","$20,756",$506,100.0%,41
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Humana,Commercial,"$20,542","$20,542",$321,88.3%,64
359817006,Closed fracture of hip,Aetna,Commercial,"$20,353","$20,353",$70,69.5%,289
93143009,Leukemia  disease (disorder),Dual Eligible,Government,"$20,013","$20,013",$121,28.9%,165
24079001,Atopic dermatitis,NO_INSURANCE,Self-Pay / Uninsured,"$20,010","$20,010",$156,100.0%,128
190905008,Cystic Fibrosis,Cigna Health,Commercial,"$20,000","$20,000","$1,818",48.6%,11
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Humana,Commercial,"$19,651","$19,651",$216,80.8%,91
48724000,Mitral valve regurgitation (disorder),Anthem,Commercial,"$19,494","$19,494",$487,43.0%,40
48724000,Mitral valve regurgitation (disorder),Cigna Health,Commercial,"$19,491","$19,491",$500,70.2%,39
124171000119105,Chronic intractable migraine without aura,UnitedHealthcare,Commercial,"$19,438","$19,438",$67,47.6%,288
359817006,Closed fracture of hip,Anthem,Commercial,"$19,435","$19,435",$72,39.9%,271
69896004,Rheumatoid arthritis,Dual Eligible,Government,"$19,280","$19,280",$153,20.9%,126
414667000,Meningomyelocele (disorder),Humana,Commercial,"$19,170","$19,170",$871,95.3%,22
190905008,Cystic Fibrosis,Anthem,Commercial,"$18,920","$18,920","$1,892",34.1%,10
69896004,Rheumatoid arthritis,Aetna,Commercial,"$18,876","$18,876",$156,70.0%,121
36923009,Major depression  single episode,Blue Cross Blue Shield,Commercial,"$18,868","$18,868",$266,100.0%,71
69896004,Rheumatoid arthritis,Anthem,Commercial,"$18,428","$18,428",$146,48.1%,126
47505003,Posttraumatic stress disorder,Anthem,Commercial,"$18,334","$18,334",$81,47.0%,225
69896004,Rheumatoid arthritis,Cigna Health,Commercial,"$17,763","$17,763",$141,69.3%,126
414667000,Meningomyelocele (disorder),Dual Eligible,Government,"$17,742","$17,742",$116,29.8%,153
95417003,Primary fibromyalgia syndrome,Anthem,Commercial,"$17,520","$17,520",$234,43.6%,75
95417003,Primary fibromyalgia syndrome,Cigna Health,Commercial,"$17,393","$17,393",$200,62.7%,87
36923009,Major depression  single episode,Aetna,Commercial,"$17,291","$17,291",$251,100.0%,69
359817006,Closed fracture of hip,NO_INSURANCE,Self-Pay / Uninsured,"$16,735","$16,735",$70,100.0%,239
359817006,Closed fracture of hip,Cigna Health,Commercial,"$16,712","$16,712",$70,64.4%,239
129574000,Postoperative myocardial infarction (disorder),Dual Eligible,Government,"$16,515","$16,515","$8,257",0.4%,2
204949001,Renal dysplasia (disorder),Medicaid,Government,"$16,161","$16,161",$462,21.7%,35
408512008,Body mass index 40+ - severely obese (finding),Dual Eligible,Government,"$16,020","$16,020",$801,2.8%,20
262574004,Bullet wound,Humana,Commercial,"$15,669","$15,669",$90,55.0%,175
262574004,Bullet wound,Cigna Health,Commercial,"$15,411","$15,411",$90,53.5%,172
86849004,Suicidal deliberate poisoning,Medicare,Government,"$15,302","$15,302","$1,530",1.5%,10
403192003,Third degree burn,Medicare,Government,"$15,248","$15,248",$72,28.7%,212
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Cigna Health,Commercial,"$15,103","$15,103",$196,76.2%,77
95417003,Primary fibromyalgia syndrome,Aetna,Commercial,"$15,027","$15,027",$203,68.1%,74
15724005,Fracture of vertebral column without spinal cord injury,Medicaid,Government,"$14,912","$14,912",$60,72.4%,248
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$14,905","$14,905",$276,100.0%,54
359817006,Closed fracture of hip,UnitedHealthcare,Commercial,"$14,666","$14,666",$72,45.0%,205
359817006,Closed fracture of hip,Blue Cross Blue Shield,Commercial,"$14,466","$14,466",$71,71.1%,203
36923009,Major depression  single episode,NO_INSURANCE,Self-Pay / Uninsured,"$14,281","$14,281",$260,100.0%,55
414667000,Meningomyelocele (disorder),Aetna,Commercial,"$14,203","$14,203",$888,95.9%,16
367498001,Seasonal allergic rhinitis,Dual Eligible,Government,"$14,193","$14,193",$89,39.5%,160
15724005,Fracture of vertebral column without spinal cord injury,Medicare,Government,"$13,984","$13,984",$57,19.8%,246
403192003,Third degree burn,Medicaid,Government,"$13,693","$13,693",$72,69.7%,190
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),NO_INSURANCE,Self-Pay / Uninsured,"$13,628","$13,628",$203,100.0%,67
86849004,Suicidal deliberate poisoning,Aetna,Commercial,"$13,566","$13,566","$1,357",72.8%,10
200936003,Lupus erythematosus,Medicare,Government,"$13,556","$13,556",$90,18.2%,150
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),Blue Cross Blue Shield,Commercial,"$13,419","$13,419",$344,87.4%,39
262574004,Bullet wound,Aetna,Commercial,"$13,317","$13,317",$88,53.3%,152
262574004,Bullet wound,Anthem,Commercial,"$13,258","$13,258",$88,49.1%,150
91861009,Acute myeloid leukemia  disease (disorder),UnitedHealthcare,Commercial,"$12,933","$12,933",$862,42.9%,15
262574004,Bullet wound,NO_INSURANCE,Self-Pay / Uninsured,"$12,643","$12,643",$89,100.0%,142
370143000,Major depression disorder,UnitedHealthcare,Commercial,"$12,583","$12,583",$406,30.7%,31
1501000119109,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),UnitedHealthcare,Commercial,"$12,430","$12,430",$345,70.8%,36
69896004,Rheumatoid arthritis,NO_INSURANCE,Self-Pay / Uninsured,"$12,144","$12,144",$148,100.0%,82
69896004,Rheumatoid arthritis,Blue Cross Blue Shield,Commercial,"$12,100","$12,100",$159,67.1%,76
262574004,Bullet wound,Blue Cross Blue Shield,Commercial,"$11,995","$11,995",$87,48.4%,138
48724000,Mitral valve regurgitation (disorder),Blue Cross Blue Shield,Commercial,"$11,962","$11,962",$498,64.7%,24
95417003,Primary fibromyalgia syndrome,Humana,Commercial,"$11,882","$11,882",$180,75.1%,66
262521009,Traumatic injury of spinal cord and/or vertebral column (disorder),Aetna,Commercial,"$11,842","$11,842",$158,87.1%,75
