Procedure Code,Procedure Name,Payer Name,Payer Type,Total Billed,Total Paid,Gap: Billed Minus Paid,Gap as % of Billed,Number of Claims
856578,(no description on file),Medicare,Government,"$3,226","$3,226",$0,0.0%,12
259255,(no description on file),Aetna,Commercial,$355,$355,$0,0.0%,29
854255,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$8,655","$8,655",$0,0.0%,32
197381,(no description on file),Humana,Commercial,"$7,347","$7,347",$0,0.0%,30
1998772,(no description on file),Humana,Commercial,"$9,377","$9,377",$0,0.0%,45
709506004,Assessment of readiness for disclosure of health status (procedure),Medicare,Government,"$34,309","$34,309",$0,0.0%,74
238100,(no description on file),Humana,Commercial,$37,$37,$0,0.0%,42
198334,(no description on file),Medicare,Government,"$5,586","$5,586",$0,0.0%,22
241055006,Mammogram - symptomatic (procedure),Anthem,Commercial,"$14,170","$14,170",$0,0.0%,123
859747,(no description on file),Humana,Commercial,"$5,616","$5,616",$0,0.0%,23
1747691,(no description on file),Medicare,Government,"$27,642","$27,642",$0,0.0%,105
385892002,Mental health screening (procedure),UnitedHealthcare,Commercial,$353,$353,$0,0.0%,9
197379,(no description on file),Humana,Commercial,"$3,339","$3,339",$0,0.0%,13
312615,(no description on file),Dual Eligible,Government,$194,$194,$0,0.0%,25
167995008,Sputum microscopy (procedure),UnitedHealthcare,Commercial,"$72,045","$72,045",$0,0.0%,13
1114085,(no description on file),Cigna Health,Commercial,$39,$39,$0,0.0%,7
104173009,Sputum Culture,Dual Eligible,Government,"$113,099","$113,099",$0,0.0%,243
103746007,Heparin therapy (procedure),Dual Eligible,Government,"$52,673","$52,673",$0,0.0%,81
200349,(no description on file),Aetna,Commercial,"$8,180","$8,180",$0,0.0%,32
856481,(no description on file),Medicare,Government,"$7,246","$7,246",$0,0.0%,28
856519,(no description on file),Blue Cross Blue Shield,Commercial,$902,$902,$0,0.0%,3
854228,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$134,$134,$0,0.0%,8
898690,(no description on file),Aetna,Commercial,$883,$883,$0,0.0%,3
200345,(no description on file),Cigna Health,Commercial,$584,$584,$0,0.0%,2
1547672,(no description on file),Cigna Health,Commercial,"$1,087","$1,087",$0,0.0%,4
312962,(no description on file),Dual Eligible,Government,"$2,550","$2,550",$0,0.0%,11
16602611000119108,Awaiting transplantation of lung (situation),Medicare,Government,$466,$466,$0,0.0%,4
1547660,(no description on file),Humana,Commercial,"$1,978","$1,978",$0,0.0%,7
199885,(no description on file),Anthem,Commercial,"$2,529","$2,529",$0,0.0%,9
1245441,(no description on file),Medicare,Government,$522,$522,$0,0.0%,2
30088009,Blood culture (procedure),Humana,Commercial,$920,$920,$0,0.0%,2
905269,(no description on file),Aetna,Commercial,$543,$543,$0,0.0%,2
636042,(no description on file),Medicaid,Government,$209,$209,$0,0.0%,1
43060002,Intravenous injection (procedure),Blue Cross Blue Shield,Commercial,$408,$408,$0,0.0%,1
444260001,20 Gene mutation test,Anthem,Commercial,$992,$992,$0,0.0%,2
349353,(no description on file),Blue Cross Blue Shield,Commercial,$308,$308,$0,0.0%,1
106892,(no description on file),Blue Cross Blue Shield,Commercial,"$36,236,341","$36,236,341",$0,0.0%,"74,657"
103697008,Patient referral for dental care (procedure),Anthem,Commercial,"$10,536,820","$10,536,820",$0,0.0%,"250,201"
274804006,Evaluation of uterine fundal height,Aetna,Commercial,"$573,536,361","$573,536,361",$0,0.0%,"117,247"
225362009,Dental care (regime/therapy),Aetna,Commercial,"$123,482,116","$123,482,116",$0,0.0%,"254,447"
308136,(no description on file),Humana,Commercial,"$369,049","$369,049",$0,0.0%,"179,821"
978950,(no description on file),UnitedHealthcare,Commercial,"$2,670,948","$2,670,948",$0,0.0%,"2,997"
896209,(no description on file),Dual Eligible,Government,"$19,274,244","$19,274,244",$0,0.0%,"36,361"
1043400,(no description on file),Cigna Health,Commercial,"$1,340,897","$1,340,897",$0,0.0%,"6,122"
183495009,Non-urgent orthopedic admission,Medicare,Government,"$240,552","$240,552",$0,0.0%,"1,940"
3802001,Dental application of desensitizing medicament (procedure),Blue Cross Blue Shield,Commercial,"$15,641,009","$15,641,009",$0,0.0%,"30,251"
33879002,Administration of vaccine to produce active immunity (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$12,572,776","$12,572,776",$0,0.0%,"106,506"
310965,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$1,484,609","$1,484,609",$0,0.0%,"5,927"
710841007,Assessment of anxiety (procedure),Humana,Commercial,"$12,303,803","$12,303,803",$0,0.0%,"275,941"
859088,(no description on file),Aetna,Commercial,"$2,110,435","$2,110,435",$0,0.0%,"8,044"
562251,(no description on file),Medicaid,Government,"$15,298,042","$15,298,042",$0,0.0%,"34,117"
61746007,Taking patient vital signs (procedure),Medicaid,Government,"$3,322,827","$3,322,827",$0,0.0%,"7,150"
169762003,Postnatal visit,Medicaid,Government,"$8,319,481","$8,319,481",$0,0.0%,"69,879"
1535362,(no description on file),Dual Eligible,Government,"$37,635,561","$37,635,561",$0,0.0%,"165,770"
180256009,Subcutaneous immunotherapy,UnitedHealthcare,Commercial,"$528,921,243","$528,921,243",$0,0.0%,"46,426"
43,(no description on file),Aetna,Commercial,"$2,439,704","$2,439,704",$0,0.0%,"17,939"
410410006,Screening surveillance (regime/therapy),Dual Eligible,Government,"$1,898,333","$1,898,333",$0,0.0%,"15,815"
859419,(no description on file),Medicare,Government,"$22,487","$22,487",$0,0.0%,85
83,(no description on file),Humana,Commercial,"$1,797,512","$1,797,512",$0,0.0%,"13,217"
63332003,History AND physical examination (procedure),Dual Eligible,Government,"$4,626,935","$4,626,935",$0,0.0%,"10,184"
183856001,Referral to hypertension clinic,Blue Cross Blue Shield,Commercial,"$132,505","$132,505",$0,0.0%,257
183519002,Referral to cardiology service (procedure),Anthem,Commercial,"$2,045,636","$2,045,636",$0,0.0%,"4,212"
1736776,(no description on file),Medicare,Government,"$22,351,840","$22,351,840",$0,0.0%,"8,837"
197511,(no description on file),Anthem,Commercial,"$240,452","$240,452",$0,0.0%,910
428830000,Pretransplant evaluation of kidney recipient (procedure),Anthem,Commercial,"$327,408","$327,408",$0,0.0%,678
710839006,Assessment of cardiac status using monitoring device (procedure),Dual Eligible,Government,"$854,755","$854,755",$0,0.0%,"1,890"
113,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$3,929,040","$3,929,040",$0,0.0%,"28,890"
698314001,Consultation for treatment,Humana,Commercial,"$9,828,473","$9,828,473",$0,0.0%,"82,993"
443529005,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),Dual Eligible,Government,"$7,038,856","$7,038,856",$0,0.0%,"3,905"
34043003,Dental consultation and report (procedure),Cigna Health,Commercial,"$130,266,094","$130,266,094",$0,0.0%,"268,554"
860975,(no description on file),Blue Cross Blue Shield,Commercial,"$122,528","$122,528",$0,0.0%,"16,469"
1359269,(no description on file),Medicaid,Government,"$132,300","$132,300",$0,0.0%,574
542347,(no description on file),Medicare,Government,$943,$943,$0,0.0%,"5,428"
736169004,Post anesthesia care management (procedure),Medicaid,Government,"$3,358,799","$3,358,799",$0,0.0%,"7,401"
288086009,Suture open wound,Medicaid,Government,"$182,094,609","$182,094,609",$0,0.0%,"21,830"
1049504,(no description on file),Dual Eligible,Government,"$6,913,798","$6,913,798",$0,0.0%,"30,370"
183519002,Referral to cardiology service (procedure),Aetna,Commercial,"$2,180,378","$2,180,378",$0,0.0%,"4,528"
857005,(no description on file),Medicare,Government,"$109,144","$109,144",$0,0.0%,"4,671"
443529005,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),Anthem,Commercial,"$28,762,339","$28,762,339",$0,0.0%,"15,261"
180207008,Intravenous blood transfusion of packed cells (procedure),Cigna Health,Commercial,"$1,084,282","$1,084,282",$0,0.0%,495
1431987,(no description on file),Anthem,Commercial,"$348,142","$348,142",$0,0.0%,"1,304"
65575008,Biopsy of prostate,Medicare,Government,"$5,078,765","$5,078,765",$0,0.0%,"1,970"
310965,(no description on file),UnitedHealthcare,Commercial,"$1,144,239","$1,144,239",$0,0.0%,"4,705"
112790001,Nasal sinus endoscopy (procedure),Cigna Health,Commercial,"$1,840,325","$1,840,325",$0,0.0%,358
699253003,Surgical manipulation of joint of knee,Anthem,Commercial,"$12,852,832","$12,852,832",$0,0.0%,819
430701006,Resuscitation using intravenous fluid (procedure),Cigna Health,Commercial,"$490,420","$490,420",$0,0.0%,560
11466000,Cesarean section,Medicare,Government,"$9,857,190","$9,857,190",$0,0.0%,"1,226"
197604,(no description on file),Anthem,Commercial,"$1,411,859","$1,411,859",$0,0.0%,"1,116"
306316000,Referral to transplant surgeon (procedure),Blue Cross Blue Shield,Commercial,"$339,104","$339,104",$0,0.0%,680
1998772,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$23,668","$23,668",$0,0.0%,105
33633005,Prescription of drug (procedure),Cigna Health,Commercial,"$49,792","$49,792",$0,0.0%,103
180207008,Intravenous blood transfusion of packed cells (procedure),Aetna,Commercial,"$1,070,993","$1,070,993",$0,0.0%,491
1664463,(no description on file),Cigna Health,Commercial,"$3,096,914","$3,096,914",$0,0.0%,"12,094"
854252,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$82,320","$82,320",$0,0.0%,"4,887"
408919008,Psychosocial care (regime/therapy),Medicaid,Government,"$531,240","$531,240",$0,0.0%,"1,137"
1605257,(no description on file),Cigna Health,Commercial,"$2,128,117","$2,128,117",$0,0.0%,"2,021"
122856003,Oral examination (procedure),Humana,Commercial,"$250,208","$250,208",$0,0.0%,492
979480,(no description on file),Dual Eligible,Government,"$38,006","$38,006",$0,0.0%,169
1290407002,Plain X-ray of knee region (procedure),Humana,Commercial,"$228,439","$228,439",$0,0.0%,444
306185001,Referral to cardiac surgery service (procedure),UnitedHealthcare,Commercial,"$351,227","$351,227",$0,0.0%,696
1287742003,Radiotherapy (procedure),Aetna,Commercial,"$92,242","$92,242",$0,0.0%,170
542347,(no description on file),Humana,Commercial,$166,$166,$0,0.0%,966
69212005,Range of motion testing (procedure),UnitedHealthcare,Commercial,"$144,263","$144,263",$0,0.0%,284
165197003,Diagnostic assessment (procedure),Cigna Health,Commercial,"$292,496","$292,496",$0,0.0%,603
1306292,(no description on file),Medicare,Government,"$219,832","$219,832",$0,0.0%,838
1860154,(no description on file),UnitedHealthcare,Commercial,"$16,369","$16,369",$0,0.0%,115
197591,(no description on file),Dual Eligible,Government,"$3,914","$3,914",$0,0.0%,507
966529,(no description on file),Medicare,Government,"$60,988","$60,988",$0,0.0%,255
197454,(no description on file),Blue Cross Blue Shield,Commercial,"$240,751","$240,751",$0,0.0%,927
1014678,(no description on file),Anthem,Commercial,"$37,952","$37,952",$0,0.0%,68
85765000,Fiberoptic bronchoscopy (procedure),Medicaid,Government,"$653,417","$653,417",$0,0.0%,72
306706006,Discharge to ward (procedure),Blue Cross Blue Shield,Commercial,"$363,472","$363,472",$0,0.0%,721
1804799,(no description on file),Medicaid,Government,"$56,262,265","$56,262,265",$0,0.0%,348
1361226,(no description on file),Anthem,Commercial,"$18,702","$18,702",$0,0.0%,74
866514,(no description on file),Aetna,Commercial,"$12,147","$12,147",$0,0.0%,48
165355002,Patient informed - test result (situation),Humana,Commercial,"$123,333","$123,333",$0,0.0%,248
103746007,Heparin therapy (procedure),Medicaid,Government,"$39,223","$39,223",$0,0.0%,72
76746007,Cardiovascular stress testing (procedure),Medicaid,Government,"$173,937","$173,937",$0,0.0%,381
418023006,Computed tomography of chest  abdomen and pelvis (procedure),UnitedHealthcare,Commercial,"$20,544","$20,544",$0,0.0%,42
141962,(no description on file),Anthem,Commercial,"$16,889","$16,889",$0,0.0%,64
167252002,Urine pregnancy test (procedure),Medicaid,Government,"$33,754","$33,754",$0,0.0%,73
1946840,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$10,181","$10,181",$0,0.0%,40
22523008,Vasectomy,Aetna,Commercial,"$3,345,745","$3,345,745",$0,0.0%,263
1997015,(no description on file),Humana,Commercial,"$38,795","$38,795",$0,0.0%,149
410410006,Screening surveillance (regime/therapy),UnitedHealthcare,Commercial,"$10,373","$10,373",$0,0.0%,87
183452005,Emergency hospital admission (procedure),Blue Cross Blue Shield,Commercial,"$15,050","$15,050",$0,0.0%,198
414088005,Emergency coronary artery bypass graft (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$13,717","$13,717",$0,0.0%,27
1361226,(no description on file),Blue Cross Blue Shield,Commercial,"$9,117","$9,117",$0,0.0%,35
311372,(no description on file),Medicare,Government,"$8,934","$8,934",$0,0.0%,38
898687,(no description on file),Medicare,Government,"$6,029","$6,029",$0,0.0%,23
896027,(no description on file),Anthem,Commercial,"$1,398","$1,398",$0,0.0%,6
310261,(no description on file),Blue Cross Blue Shield,Commercial,"$128,969","$128,969",$0,0.0%,9
13569004,Transfusion of plasma (procedure),Blue Cross Blue Shield,Commercial,"$28,166","$28,166",$0,0.0%,11
1723208,(no description on file),Aetna,Commercial,$744,$744,$0,0.0%,262
310261,(no description on file),UnitedHealthcare,Commercial,"$87,408","$87,408",$0,0.0%,9
898367,(no description on file),Medicare,Government,"$1,029","$1,029",$0,0.0%,4
854905,(no description on file),Humana,Commercial,"$2,741","$2,741",$0,0.0%,11
856980,(no description on file),Cigna Health,Commercial,$110,$110,$0,0.0%,7
403875,(no description on file),Anthem,Commercial,"$3,677","$3,677",$0,0.0%,11
859747,(no description on file),UnitedHealthcare,Commercial,"$2,060","$2,060",$0,0.0%,8
898346,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$586,$586,$0,0.0%,2
242754,(no description on file),Anthem,Commercial,"$2,960","$2,960",$0,0.0%,9
351875,(no description on file),Humana,Commercial,$586,$586,$0,0.0%,2
896758,(no description on file),Dual Eligible,Government,$891,$891,$0,0.0%,4
896766,(no description on file),Medicaid,Government,$770,$770,$0,0.0%,5
198188,(no description on file),Humana,Commercial,$718,$718,$0,0.0%,3
311834001,Fiberoptic Endoscopic Evaluation of Swallowing,Medicaid,Government,$486,$486,$0,0.0%,1
898356,(no description on file),Anthem,Commercial,$209,$209,$0,0.0%,1
861356,(no description on file),Anthem,Commercial,$283,$283,$0,0.0%,1
197903,(no description on file),Aetna,Commercial,$233,$233,$0,0.0%,1
265764009,Renal dialysis (procedure),Dual Eligible,Government,"$558,416,391","$558,416,391",$0,0.0%,"743,935"
103697008,Patient referral for dental care (procedure),Aetna,Commercial,"$11,172,228","$11,172,228",$0,0.0%,"264,198"
274788003,Examination of gingivae (procedure),Cigna Health,Commercial,"$125,818,623","$125,818,623",$0,0.0%,"259,393"
185349003,Encounter for check up (procedure),Blue Cross Blue Shield,Commercial,"$19,412,537","$19,412,537",$0,0.0%,"270,532"
34043003,Dental consultation and report (procedure),Medicare,Government,"$479,101,139","$479,101,139",$0,0.0%,"979,665"
895996,(no description on file),Humana,Commercial,"$4,846,240","$4,846,240",$0,0.0%,"18,941"
119,(no description on file),Aetna,Commercial,"$1,319,200","$1,319,200",$0,0.0%,"9,700"
1049221,(no description on file),UnitedHealthcare,Commercial,"$11,751","$11,751",$0,0.0%,862
133,(no description on file),UnitedHealthcare,Commercial,"$3,250,536","$3,250,536",$0,0.0%,"23,901"
856987,(no description on file),Blue Cross Blue Shield,Commercial,"$1,060,400","$1,060,400",$0,0.0%,"19,171"
424619006,Prenatal visit,Humana,Commercial,"$24,157,227","$24,157,227",$0,0.0%,"200,491"
897685,(no description on file),Medicare,Government,"$25,342,191","$25,342,191",$0,0.0%,"99,360"
751905,(no description on file),Dual Eligible,Government,"$715,429","$715,429",$0,0.0%,886
133,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$3,022,600","$3,022,600",$0,0.0%,"22,225"
711446003,Transplantation of kidney regime (regime/therapy),NO_INSURANCE,Self-Pay / Uninsured,"$6,097,451","$6,097,451",$0,0.0%,"7,570"
81733005,Dental surgical procedure (procedure),Blue Cross Blue Shield,Commercial,"$16,185,117","$16,185,117",$0,0.0%,"31,338"
185087000,Notifications (procedure),Medicare,Government,"$16,843,660","$16,843,660",$0,0.0%,"34,423"
1000126,(no description on file),Anthem,Commercial,"$335,307","$335,307",$0,0.0%,"5,714"
60027007,Radiography of wrist (procedure),Dual Eligible,Government,"$551,797","$551,797",$0,0.0%,"1,243"
309309,(no description on file),Anthem,Commercial,"$279,350","$279,350",$0,0.0%,"1,054"
265764009,Renal dialysis (procedure),Aetna,Commercial,"$298,337,719","$298,337,719",$0,0.0%,"394,218"
1049221,(no description on file),Medicaid,Government,"$131,507","$131,507",$0,0.0%,"16,497"
896209,(no description on file),Medicare,Government,"$64,500,960","$64,500,960",$0,0.0%,"106,857"
428211000124100,Assessment of substance use (procedure),UnitedHealthcare,Commercial,"$1,295,429","$1,295,429",$0,0.0%,"186,469"
3802001,Dental application of desensitizing medicament (procedure),Dual Eligible,Government,"$27,499,024","$27,499,024",$0,0.0%,"59,057"
242969,(no description on file),Aetna,Commercial,"$3,229","$3,229",$0,0.0%,"1,058"
1860491,(no description on file),UnitedHealthcare,Commercial,"$2,168,670","$2,168,670",$0,0.0%,"8,368"
183495009,Non-urgent orthopedic admission,Anthem,Commercial,"$109,488","$109,488",$0,0.0%,909
1049504,(no description on file),Anthem,Commercial,"$3,942,177","$3,942,177",$0,0.0%,"15,022"
162676008,Brief general examination (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$678,126","$678,126",$0,0.0%,"4,933"
268556000,Urine screening for glucose,NO_INSURANCE,Self-Pay / Uninsured,"$32,116,295","$32,116,295",$0,0.0%,"16,712"
223487003,Discussion about options (procedure),Medicare,Government,"$495,869","$495,869",$0,0.0%,"1,019"
392021009,Lumpectomy of breast (procedure),Medicare,Government,"$22,786,760","$22,786,760",$0,0.0%,713
370995009,Health risks education (procedure),Blue Cross Blue Shield,Commercial,$496,$496,$0,0.0%,"5,572"
473231009,Renal disorder medication review (procedure),UnitedHealthcare,Commercial,"$1,080,556","$1,080,556",$0,0.0%,"2,165"
180207008,Intravenous blood transfusion of packed cells (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$772,569","$772,569",$0,0.0%,347
748879,(no description on file),Cigna Health,Commercial,"$3,927,081","$3,927,081",$0,0.0%,"4,361"
305351004,Admission to intensive care unit (procedure),Medicare,Government,"$48,629,392","$48,629,392",$0,0.0%,"10,682"
225386006,Pre-discharge assessment (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,209,815","$2,209,815",$0,0.0%,"4,515"
269911007,Sputum examination (procedure),Dual Eligible,Government,"$17,419,840","$17,419,840",$0,0.0%,"3,201"
183444007,Referral for further care (procedure),Cigna Health,Commercial,"$376,570","$376,570",$0,0.0%,774
52052004,Rehabilitation therapy (regime/therapy),Blue Cross Blue Shield,Commercial,"$4,545,412","$4,545,412",$0,0.0%,"9,193"
1116635,(no description on file),Medicare,Government,"$608,651","$608,651",$0,0.0%,"2,355"
305428000,Admission to orthopedic department,Medicare,Government,"$3,387,114","$3,387,114",$0,0.0%,"6,899"
807283,(no description on file),Medicaid,Government,"$113,543","$113,543",$0,0.0%,"5,890"
415300000,Review of systems (procedure),Medicare,Government,"$454,463","$454,463",$0,0.0%,"6,249"
168594001,Clavicle X-ray,Humana,Commercial,"$680,787","$680,787",$0,0.0%,"1,364"
223495004,Preparation of patient for procedure (regime/therapy),Anthem,Commercial,"$493,109","$493,109",$0,0.0%,"1,014"
302761001,Walking exercise test (procedure),Medicaid,Government,"$1,498,878","$1,498,878",$0,0.0%,"3,300"
305336008,Admission to hospice (procedure),Blue Cross Blue Shield,Commercial,"$43,443","$43,443",$0,0.0%,338
229064008,Movement therapy (regime/therapy),UnitedHealthcare,Commercial,"$3,424,392","$3,424,392",$0,0.0%,"6,839"
310861008,Chlamydia antigen test,Medicaid,Government,"$99,165,051","$99,165,051",$0,0.0%,"54,630"
90226004,Cytopathology procedure  preparation of smear  genital source,Humana,Commercial,"$47,951,647","$47,951,647",$0,0.0%,"24,220"
351136,(no description on file),UnitedHealthcare,Commercial,"$546,588","$546,588",$0,0.0%,"2,102"
169673001,Antenatal RhD antibody screening,Cigna Health,Commercial,"$3,634,820","$3,634,820",$0,0.0%,"1,943"
11466000,Cesarean section,UnitedHealthcare,Commercial,"$12,113,336","$12,113,336",$0,0.0%,"1,441"
168594001,Clavicle X-ray,Aetna,Commercial,"$549,537","$549,537",$0,0.0%,"1,132"
22523008,Vasectomy,Humana,Commercial,"$3,491,271","$3,491,271",$0,0.0%,274
617311,(no description on file),Aetna,Commercial,"$23,362","$23,362",$0,0.0%,97
49,(no description on file),Medicare,Government,"$205,768","$205,768",$0,0.0%,"1,513"
65588006,Premature birth of newborn,Dual Eligible,Government,"$93,478","$93,478",$0,0.0%,205
183450002,Admission to burn unit,Medicare,Government,"$63,594","$63,594",$0,0.0%,129
287664005,Bilateral tubal ligation,UnitedHealthcare,Commercial,"$6,375,101","$6,375,101",$0,0.0%,892
309097,(no description on file),Medicare,Government,"$791,529","$791,529",$0,0.0%,"1,087"
168594001,Clavicle X-ray,Blue Cross Blue Shield,Commercial,"$462,851","$462,851",$0,0.0%,919
1734919,(no description on file),Dual Eligible,Government,"$163,734","$163,734",$0,0.0%,394
268533009,Sterilization education (procedure),Dual Eligible,Government,"$128,142","$128,142",$0,0.0%,274
58828004,Application of dressing  sterile (procedure),Dual Eligible,Government,"$197,432","$197,432",$0,0.0%,433
233553003,Vascular cannula removal (procedure),UnitedHealthcare,Commercial,"$202,547","$202,547",$0,0.0%,404
306185001,Referral to cardiac surgery service (procedure),Blue Cross Blue Shield,Commercial,"$390,357","$390,357",$0,0.0%,770
1804799,(no description on file),Dual Eligible,Government,"$60,790,517","$60,790,517",$0,0.0%,386
1807510,(no description on file),Aetna,Commercial,"$131,288","$131,288",$0,0.0%,510
1736776,(no description on file),Aetna,Commercial,"$3,024,378","$3,024,378",$0,0.0%,"1,200"
200243,(no description on file),Humana,Commercial,$97,$97,$0,0.0%,219
110467000,Pre-surgery testing (procedure),Blue Cross Blue Shield,Commercial,"$382,592","$382,592",$0,0.0%,759
896758,(no description on file),Medicare,Government,"$7,304","$7,304",$0,0.0%,27
1534809,(no description on file),Blue Cross Blue Shield,Commercial,"$922,127","$922,127",$0,0.0%,"1,045"
898690,(no description on file),Medicare,Government,"$13,817","$13,817",$0,0.0%,50
1791701,(no description on file),Dual Eligible,Government,$28,$28,$0,0.0%,78
122548005,Biopsy of breast (procedure),Aetna,Commercial,"$1,133,432","$1,133,432",$0,0.0%,306
183856001,Referral to hypertension clinic,Anthem,Commercial,"$178,808","$178,808",$0,0.0%,364
310417005,Certification procedure (procedure),Cigna Health,Commercial,"$245,103","$245,103",$0,0.0%,510
1116635,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$56,794","$56,794",$0,0.0%,223
54550000,Electroencephalogram (procedure),NO_INSURANCE,Self-Pay / Uninsured,"$2,440,228","$2,440,228",$0,0.0%,286
197591,(no description on file),Blue Cross Blue Shield,Commercial,$919,$919,$0,0.0%,109
387685009,Surgical manipulation of shoulder joint,Cigna Health,Commercial,"$1,051,298","$1,051,298",$0,0.0%,70
898356,(no description on file),Aetna,Commercial,$492,$492,$0,0.0%,2
1860480,(no description on file),Cigna Health,Commercial,"$4,649","$4,649",$0,0.0%,144
394894008,Pre-operative chemotherapy (procedure),Medicaid,Government,"$20,870","$20,870",$0,0.0%,45
562508,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$25,595","$25,595",$0,0.0%,102
866924,(no description on file),Dual Eligible,Government,"$50,853","$50,853",$0,0.0%,223
212446,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$10,095","$10,095",$0,0.0%,39
1014676,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$206,997","$206,997",$0,0.0%,378
45595009,Laparoscopic Removal of Gall Bladder,Aetna,Commercial,"$259,320","$259,320",$0,0.0%,56
426701000119108,Ultrasonography of abdomen  right upper quadrant and epigastrium,Humana,Commercial,"$51,095","$51,095",$0,0.0%,101
443497002,Excision of sentinel lymph node (procedure),Blue Cross Blue Shield,Commercial,"$357,809","$357,809",$0,0.0%,34
309078,(no description on file),Humana,Commercial,"$16,018","$16,018",$0,0.0%,61
597195,(no description on file),Medicaid,Government,$60,$60,$0,0.0%,63
3457005,Patient referral (procedure),Dual Eligible,Government,"$30,487","$30,487",$0,0.0%,70
746815,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$23,996","$23,996",$0,0.0%,108
91602002,Thoracentesis (procedure),Medicaid,Government,"$767,497","$767,497",$0,0.0%,53
866419,(no description on file),Dual Eligible,Government,"$4,853","$4,853",$0,0.0%,22
313002,(no description on file),UnitedHealthcare,Commercial,$75,$75,$0,0.0%,43
686924,(no description on file),Medicaid,Government,"$7,748","$7,748",$0,0.0%,33
310385,(no description on file),Medicare,Government,$29,$29,$0,0.0%,21
609588000,Total knee replacement,Aetna,Commercial,"$249,604","$249,604",$0,0.0%,12
859751,(no description on file),Aetna,Commercial,"$5,226","$5,226",$0,0.0%,20
711018006,Assessment of social support (procedure),Cigna Health,Commercial,"$23,903","$23,903",$0,0.0%,49
268400002,12 lead electrocardiogram (procedure),UnitedHealthcare,Commercial,"$3,634","$3,634",$0,0.0%,7
1656356,(no description on file),Anthem,Commercial,"$10,378","$10,378",$0,0.0%,42
85765000,Fiberoptic bronchoscopy (procedure),Aetna,Commercial,"$178,203","$178,203",$0,0.0%,22
2284960,(no description on file),Blue Cross Blue Shield,Commercial,$276,$276,$0,0.0%,40
866419,(no description on file),Humana,Commercial,"$2,400","$2,400",$0,0.0%,10
310261,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,"$413,690","$413,690",$0,0.0%,30
200619008,Comprehensive interview and evaluation (procedure),UnitedHealthcare,Commercial,"$1,946","$1,946",$0,0.0%,4
4525004,Emergency department patient visit (procedure),Medicaid,Government,"$3,873","$3,873",$0,0.0%,32
183418007,Social case work (regime/therapy),Medicaid,Government,"$5,760","$5,760",$0,0.0%,13
200345,(no description on file),Medicaid,Government,$679,$679,$0,0.0%,3
861654,(no description on file),Medicaid,Government,$847,$847,$0,0.0%,4
205326,(no description on file),Anthem,Commercial,"$1,035","$1,035",$0,0.0%,4
304532001,Treatment failure risk education (procedure),Cigna Health,Commercial,"$2,014","$2,014",$0,0.0%,4
866419,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$802,$802,$0,0.0%,3
896027,(no description on file),Medicare,Government,"$2,466","$2,466",$0,0.0%,8
856556,(no description on file),Humana,Commercial,"$1,035","$1,035",$0,0.0%,4
859419,(no description on file),Blue Cross Blue Shield,Commercial,"$1,351","$1,351",$0,0.0%,5
241645008,Magnetic resonance imaging of spine (procedure),Aetna,Commercial,"$1,478","$1,478",$0,0.0%,3
232965003,Implantation of ventricular assist device (procedure),Anthem,Commercial,"$1,458","$1,458",$0,0.0%,3
200096,(no description on file),Aetna,Commercial,"$1,695","$1,695",$0,0.0%,7
858810,(no description on file),Humana,Commercial,$339,$339,$0,0.0%,2
636045,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$565,$565,$0,0.0%,2
241149003,Videofluoroscopy swallow (procedure),Anthem,Commercial,$585,$585,$0,0.0%,1
311834001,Fiberoptic Endoscopic Evaluation of Swallowing,Blue Cross Blue Shield,Commercial,$408,$408,$0,0.0%,1
200345,(no description on file),Aetna,Commercial,$308,$308,$0,0.0%,1
197903,(no description on file),NO_INSURANCE,Self-Pay / Uninsured,$283,$283,$0,0.0%,1
898719,(no description on file),Aetna,Commercial,$209,$209,$0,0.0%,1
169690007,Rubella screening,Medicare,Government,"$14,486,792","$14,486,792",$0,0.0%,"7,672"
